,label,run,error,n,d,rho,ratio,time
8065,"PLAN(oracle), unclipped",9,7.843508537915163,4096,2048,0.25,0.25,1.4860224723815918
8066,"PLAN(oracle), clipped",9,7.840207364565741,4096,2048,0.25,0.25,-1.4860224723815918
8067,"PLAN(paper), unclipped",9,7.867420742197037,4096,2048,0.25,0.25,1.3118107318878174
8068,"PLAN(paper), clipped",9,7.864508214009865,4096,2048,0.25,0.25,-1.3118107318878174
8069,"PLAN(noscale), unclipped",9,10.66964429987064,4096,2048,0.25,0.25,1.3160252571105957
8070,"PLAN(noscale), clipped",9,10.678625723854083,4096,2048,0.25,0.25,-1.3160252571105957
8071,"instance optimal, unclipped",9,9.813360150947542,4096,2048,0.25,0.25,1.458052396774292
8072,"instance optimal, clipped",9,9.80873984040035,4096,2048,0.25,0.25,1.458052396774292
8073,Empirical mean (non-private),9,3.803828125,4096,2048,0.25,0.5,0.0
8074,"PLAN(oracle), unclipped",9,12.205056406219185,4096,2048,0.25,0.5,2.6300241947174072
8075,"PLAN(oracle), clipped",9,12.220283312632336,4096,2048,0.25,0.5,-2.6300241947174072
8076,"PLAN(paper), unclipped",9,11.813418765186249,4096,2048,0.25,0.5,2.606778621673584
8077,"PLAN(paper), clipped",9,11.822563263558823,4096,2048,0.25,0.5,-2.606778621673584
8078,"PLAN(noscale), unclipped",9,14.245835959320358,4096,2048,0.25,0.5,2.64713716506958
8079,"PLAN(noscale), clipped",9,14.250284507748125,4096,2048,0.25,0.5,-2.64713716506958
8080,"instance optimal, unclipped",9,13.514805841244838,4096,2048,0.25,0.5,1.467050313949585
8081,"instance optimal, clipped",9,13.511998173439046,4096,2048,0.25,0.5,1.467050313949585
8082,Empirical mean (non-private),9,5.056708984375,4096,2048,0.25,0.75,0.0
8083,"PLAN(oracle), unclipped",9,15.890832228419415,4096,2048,0.25,0.75,4.094827175140381
8084,"PLAN(oracle), clipped",9,15.886332563705958,4096,2048,0.25,0.75,-4.094827175140381
8085,"PLAN(paper), unclipped",9,16.2595871883921,4096,2048,0.25,0.75,3.922743320465088
8086,"PLAN(paper), clipped",9,16.28902732742751,4096,2048,0.25,0.75,-3.922743320465088
8087,"PLAN(noscale), unclipped",9,18.268051982416047,4096,2048,0.25,0.75,4.061646461486816
8088,"PLAN(noscale), clipped",9,18.271821522227548,4096,2048,0.25,0.75,-4.061646461486816
8089,"instance optimal, unclipped",9,17.48548941956855,4096,2048,0.25,0.75,1.3175873756408691
8090,"instance optimal, clipped",9,17.48690464544684,4096,2048,0.25,0.75,1.3175873756408691
8091,Empirical mean (non-private),9,6.40087890625,4096,2048,0.25,1.0,0.0
8092,"PLAN(oracle), unclipped",9,20.263812994018757,4096,2048,0.25,1.0,5.341177940368652
8093,"PLAN(oracle), clipped",9,20.283484297499868,4096,2048,0.25,1.0,-5.341177940368652
8094,"PLAN(paper), unclipped",9,19.768202666764942,4096,2048,0.25,1.0,5.5619142055511475
8095,"PLAN(paper), clipped",9,19.772953724717787,4096,2048,0.25,1.0,-5.5619142055511475
8096,"PLAN(noscale), unclipped",9,19.993617343535313,4096,2048,0.25,1.0,5.36743688583374
8097,"PLAN(noscale), clipped",9,19.993154510844533,4096,2048,0.25,1.0,-5.36743688583374
8098,"instance optimal, unclipped",9,19.364520904837644,4096,2048,0.25,1.0,1.4455468654632568
8099,"instance optimal, clipped",9,19.357640048851593,4096,2048,0.25,1.0,1.4455468654632568
8100,Empirical mean (non-private),0,1.2845800781249999,4096,2048,0.5,0.0,0.0
8101,"PLAN(oracle), unclipped",0,2.485354358178996,4096,2048,0.5,0.0,0.12008833885192871
8102,"PLAN(oracle), clipped",0,2.485352785358854,4096,2048,0.5,0.0,-0.12008833885192871
8103,"PLAN(paper), unclipped",0,2.5863018395542268,4096,2048,0.5,0.0,0.10904431343078613
8104,"PLAN(paper), clipped",0,2.585295139881093,4096,2048,0.5,0.0,-0.10904431343078613
8105,"PLAN(noscale), unclipped",0,2.5781216498582835,4096,2048,0.5,0.0,0.10768413543701172
8106,"PLAN(noscale), clipped",0,2.5760613414687965,4096,2048,0.5,0.0,-0.10768413543701172
8107,"instance optimal, unclipped",0,2.7099154334327737,4096,2048,0.5,0.0,1.4478583335876465
8108,"instance optimal, clipped",0,2.709502206490371,4096,2048,0.5,0.0,1.4478583335876465
8109,Empirical mean (non-private),0,2.6632568359375,4096,2048,0.5,0.25,0.0
8110,"PLAN(oracle), unclipped",0,5.811648900092575,4096,2048,0.5,0.25,1.3442046642303467
8111,"PLAN(oracle), clipped",0,5.808343064129634,4096,2048,0.5,0.25,-1.3442046642303467
8112,"PLAN(paper), unclipped",0,5.960258947749706,4096,2048,0.5,0.25,1.3155882358551025
8113,"PLAN(paper), clipped",0,5.958633832191975,4096,2048,0.5,0.25,-1.3155882358551025
8114,"PLAN(noscale), unclipped",0,7.770925901483567,4096,2048,0.5,0.25,1.3006136417388916
8115,"PLAN(noscale), clipped",0,7.755104216758543,4096,2048,0.5,0.25,-1.3006136417388916
8116,"instance optimal, unclipped",0,7.769718052807932,4096,2048,0.5,0.25,1.4332234859466553
8117,"instance optimal, clipped",0,7.767496106447818,4096,2048,0.5,0.25,1.4332234859466553
8118,Empirical mean (non-private),0,3.79357421875,4096,2048,0.5,0.5,0.0
8119,"PLAN(oracle), unclipped",0,9.259489747404281,4096,2048,0.5,0.5,2.6752700805664062
8120,"PLAN(oracle), clipped",0,9.26051648736377,4096,2048,0.5,0.5,-2.6752700805664062
8121,"PLAN(paper), unclipped",0,8.906782192238317,4096,2048,0.5,0.5,2.611560583114624
8122,"PLAN(paper), clipped",0,8.910475548223136,4096,2048,0.5,0.5,-2.611560583114624
8123,"PLAN(noscale), unclipped",0,10.835742948185821,4096,2048,0.5,0.5,2.610185384750366
8124,"PLAN(noscale), clipped",0,10.832784109141954,4096,2048,0.5,0.5,-2.610185384750366
8125,"instance optimal, unclipped",0,10.589207865894817,4096,2048,0.5,0.5,1.3718273639678955
8126,"instance optimal, clipped",0,10.591568576551019,4096,2048,0.5,0.5,1.3718273639678955
8127,Empirical mean (non-private),0,5.059560546875,4096,2048,0.5,0.75,0.0
8128,"PLAN(oracle), unclipped",0,12.122004108289547,4096,2048,0.5,0.75,4.148867607116699
8129,"PLAN(oracle), clipped",0,12.12594474790815,4096,2048,0.5,0.75,-4.148867607116699
8130,"PLAN(paper), unclipped",0,11.805308327240656,4096,2048,0.5,0.75,4.028048515319824
8131,"PLAN(paper), clipped",0,11.807669772397505,4096,2048,0.5,0.75,-4.028048515319824
8132,"PLAN(noscale), unclipped",0,13.05534084459059,4096,2048,0.5,0.75,3.9577314853668213
8133,"PLAN(noscale), clipped",0,13.054913595997396,4096,2048,0.5,0.75,-3.9577314853668213
8134,"instance optimal, unclipped",0,12.711821297097028,4096,2048,0.5,0.75,1.4390947818756104
8135,"instance optimal, clipped",0,12.713151688484086,4096,2048,0.5,0.75,1.4390947818756104
8136,Empirical mean (non-private),0,6.2293701171875,4096,2048,0.5,1.0,0.0
8137,"PLAN(oracle), unclipped",0,15.090136370297719,4096,2048,0.5,1.0,5.269076347351074
8138,"PLAN(oracle), clipped",0,15.101374366321618,4096,2048,0.5,1.0,-5.269076347351074
8139,"PLAN(paper), unclipped",0,15.03656193913866,4096,2048,0.5,1.0,5.279967784881592
8140,"PLAN(paper), clipped",0,15.03733280083801,4096,2048,0.5,1.0,-5.279967784881592
8141,"PLAN(noscale), unclipped",0,14.52909952001332,4096,2048,0.5,1.0,5.2181689739227295
8142,"PLAN(noscale), clipped",0,14.534560456283131,4096,2048,0.5,1.0,-5.2181689739227295
8143,"instance optimal, unclipped",0,14.370843018971621,4096,2048,0.5,1.0,1.5093717575073242
8144,"instance optimal, clipped",0,14.37561219925389,4096,2048,0.5,1.0,1.5093717575073242
8145,Empirical mean (non-private),1,1.2386621093749999,4096,2048,0.5,0.0,0.0
8146,"PLAN(oracle), unclipped",1,2.476053828045554,4096,2048,0.5,0.0,0.11803722381591797
8147,"PLAN(oracle), clipped",1,2.474476241084405,4096,2048,0.5,0.0,-0.11803722381591797
8148,"PLAN(paper), unclipped",1,2.5214390769770074,4096,2048,0.5,0.0,0.10970616340637207
8149,"PLAN(paper), clipped",1,2.5151636403233164,4096,2048,0.5,0.0,-0.10970616340637207
8150,"PLAN(noscale), unclipped",1,2.446026331728756,4096,2048,0.5,0.0,0.10914850234985352
8151,"PLAN(noscale), clipped",1,2.443841634779795,4096,2048,0.5,0.0,-0.10914850234985352
8152,"instance optimal, unclipped",1,2.7005559982143295,4096,2048,0.5,0.0,1.487741470336914
8153,"instance optimal, clipped",1,2.6977626881179395,4096,2048,0.5,0.0,1.487741470336914
8154,Empirical mean (non-private),1,2.6022998046875,4096,2048,0.5,0.25,0.0
8155,"PLAN(oracle), unclipped",1,6.012956866991409,4096,2048,0.5,0.25,1.3228719234466553
8156,"PLAN(oracle), clipped",1,6.022218559543447,4096,2048,0.5,0.25,-1.3228719234466553
8157,"PLAN(paper), unclipped",1,5.89799936435512,4096,2048,0.5,0.25,1.3596510887145996
8158,"PLAN(paper), clipped",1,5.908061520093164,4096,2048,0.5,0.25,-1.3596510887145996
8159,"PLAN(noscale), unclipped",1,7.830972340483712,4096,2048,0.5,0.25,1.4556396007537842
8160,"PLAN(noscale), clipped",1,7.835883685240146,4096,2048,0.5,0.25,-1.4556396007537842
8161,"instance optimal, unclipped",1,7.792374871182711,4096,2048,0.5,0.25,1.4527130126953125
8162,"instance optimal, clipped",1,7.794198108369809,4096,2048,0.5,0.25,1.4527130126953125
8163,Empirical mean (non-private),1,3.8480859375,4096,2048,0.5,0.5,0.0
8164,"PLAN(oracle), unclipped",1,9.129639599045792,4096,2048,0.5,0.5,2.656137466430664
8165,"PLAN(oracle), clipped",1,9.154909795034243,4096,2048,0.5,0.5,-2.656137466430664
8166,"PLAN(paper), unclipped",1,8.852771406777851,4096,2048,0.5,0.5,2.6407878398895264
8167,"PLAN(paper), clipped",1,8.854947971372594,4096,2048,0.5,0.5,-2.6407878398895264
8168,"PLAN(noscale), unclipped",1,11.034810623753508,4096,2048,0.5,0.5,2.6378328800201416
8169,"PLAN(noscale), clipped",1,11.038170201961703,4096,2048,0.5,0.5,-2.6378328800201416
8170,"instance optimal, unclipped",1,10.478561976494762,4096,2048,0.5,0.5,1.4939167499542236
8171,"instance optimal, clipped",1,10.477301242925908,4096,2048,0.5,0.5,1.4939167499542236
8172,Empirical mean (non-private),1,5.2641259765625,4096,2048,0.5,0.75,0.0
8173,"PLAN(oracle), unclipped",1,12.369221603795879,4096,2048,0.5,0.75,3.9624810218811035
8174,"PLAN(oracle), clipped",1,12.378564058077723,4096,2048,0.5,0.75,-3.9624810218811035
8175,"PLAN(paper), unclipped",1,11.92940139614887,4096,2048,0.5,0.75,3.9677674770355225
8176,"PLAN(paper), clipped",1,11.931100014894866,4096,2048,0.5,0.75,-3.9677674770355225
8177,"PLAN(noscale), unclipped",1,13.199861250853118,4096,2048,0.5,0.75,3.9416909217834473
8178,"PLAN(noscale), clipped",1,13.197040289577423,4096,2048,0.5,0.75,-3.9416909217834473
8179,"instance optimal, unclipped",1,12.97402206464076,4096,2048,0.5,0.75,1.4536314010620117
8180,"instance optimal, clipped",1,12.972031086775697,4096,2048,0.5,0.75,1.4536314010620117
8181,Empirical mean (non-private),1,6.5208740234375,4096,2048,0.5,1.0,0.0
8182,"PLAN(oracle), unclipped",1,15.062814799705057,4096,2048,0.5,1.0,5.309154272079468
8183,"PLAN(oracle), clipped",1,15.066643263494388,4096,2048,0.5,1.0,-5.309154272079468
8184,"PLAN(paper), unclipped",1,15.119351950462068,4096,2048,0.5,1.0,5.273296594619751
8185,"PLAN(paper), clipped",1,15.126573000611819,4096,2048,0.5,1.0,-5.273296594619751
8186,"PLAN(noscale), unclipped",1,14.498037887459517,4096,2048,0.5,1.0,5.2314772605896
8187,"PLAN(noscale), clipped",1,14.50338891088668,4096,2048,0.5,1.0,-5.2314772605896
8188,"instance optimal, unclipped",1,14.637824102715674,4096,2048,0.5,1.0,1.3826708793640137
8189,"instance optimal, clipped",1,14.642293356225576,4096,2048,0.5,1.0,1.3826708793640137
8190,Empirical mean (non-private),2,1.2554833984374998,4096,2048,0.5,0.0,0.0
8191,"PLAN(oracle), unclipped",2,2.4734126880466953,4096,2048,0.5,0.0,0.11543512344360352
8192,"PLAN(oracle), clipped",2,2.470970740332486,4096,2048,0.5,0.0,-0.11543512344360352
8193,"PLAN(paper), unclipped",2,2.5509679600410466,4096,2048,0.5,0.0,0.11220788955688477
8194,"PLAN(paper), clipped",2,2.550010736943399,4096,2048,0.5,0.0,-0.11220788955688477
8195,"PLAN(noscale), unclipped",2,2.501071567738877,4096,2048,0.5,0.0,0.11104726791381836
8196,"PLAN(noscale), clipped",2,2.5002525819350345,4096,2048,0.5,0.0,-0.11104726791381836
8197,"instance optimal, unclipped",2,2.750106668658631,4096,2048,0.5,0.0,1.533390998840332
8198,"instance optimal, clipped",2,2.7469829202882563,4096,2048,0.5,0.0,1.533390998840332
8199,Empirical mean (non-private),2,2.61654296875,4096,2048,0.5,0.25,0.0
8200,"PLAN(oracle), unclipped",2,5.874419988013174,4096,2048,0.5,0.25,1.3232789039611816
8201,"PLAN(oracle), clipped",2,5.876345198079427,4096,2048,0.5,0.25,-1.3232789039611816
8202,"PLAN(paper), unclipped",2,5.943920291901304,4096,2048,0.5,0.25,1.3157944679260254
8203,"PLAN(paper), clipped",2,5.942802669933911,4096,2048,0.5,0.25,-1.3157944679260254
8204,"PLAN(noscale), unclipped",2,7.827530078965042,4096,2048,0.5,0.25,1.3126094341278076
8205,"PLAN(noscale), clipped",2,7.833076180379079,4096,2048,0.5,0.25,-1.3126094341278076
8206,"instance optimal, unclipped",2,7.5644933775062615,4096,2048,0.5,0.25,1.500913381576538
8207,"instance optimal, clipped",2,7.5655985640927526,4096,2048,0.5,0.25,1.500913381576538
8208,Empirical mean (non-private),2,3.8326904296875,4096,2048,0.5,0.5,0.0
8209,"PLAN(oracle), unclipped",2,8.98747599585964,4096,2048,0.5,0.5,2.6522796154022217
8210,"PLAN(oracle), clipped",2,8.986816357571167,4096,2048,0.5,0.5,-2.6522796154022217
8211,"PLAN(paper), unclipped",2,8.822916750406694,4096,2048,0.5,0.5,2.6291205883026123
8212,"PLAN(paper), clipped",2,8.82515931712969,4096,2048,0.5,0.5,-2.6291205883026123
8213,"PLAN(noscale), unclipped",2,10.539895403876496,4096,2048,0.5,0.5,2.6229817867279053
8214,"PLAN(noscale), clipped",2,10.540955490188491,4096,2048,0.5,0.5,-2.6229817867279053
8215,"instance optimal, unclipped",2,10.594916688109329,4096,2048,0.5,0.5,1.4867644309997559
8216,"instance optimal, clipped",2,10.595700960052971,4096,2048,0.5,0.5,1.4867644309997559
8217,Empirical mean (non-private),2,5.300551757812499,4096,2048,0.5,0.75,0.0
8218,"PLAN(oracle), unclipped",2,12.266049468972616,4096,2048,0.5,0.75,3.9988491535186768
8219,"PLAN(oracle), clipped",2,12.262840133656761,4096,2048,0.5,0.75,-3.9988491535186768
8220,"PLAN(paper), unclipped",2,12.28457050722683,4096,2048,0.5,0.75,4.205766201019287
8221,"PLAN(paper), clipped",2,12.283348264939216,4096,2048,0.5,0.75,-4.205766201019287
8222,"PLAN(noscale), unclipped",2,12.88006430509579,4096,2048,0.5,0.75,4.011399507522583
8223,"PLAN(noscale), clipped",2,12.882214420789037,4096,2048,0.5,0.75,-4.011399507522583
8224,"instance optimal, unclipped",2,13.291702112596425,4096,2048,0.5,0.75,1.4194185733795166
8225,"instance optimal, clipped",2,13.294449060957923,4096,2048,0.5,0.75,1.4194185733795166
8226,Empirical mean (non-private),2,6.23046875,4096,2048,0.5,1.0,0.0
8227,"PLAN(oracle), unclipped",2,14.969263932871293,4096,2048,0.5,1.0,5.3847339153289795
8228,"PLAN(oracle), clipped",2,14.975212854555316,4096,2048,0.5,1.0,-5.3847339153289795
8229,"PLAN(paper), unclipped",2,15.415111816050494,4096,2048,0.5,1.0,5.262697458267212
8230,"PLAN(paper), clipped",2,15.419303754282252,4096,2048,0.5,1.0,-5.262697458267212
8231,"PLAN(noscale), unclipped",2,15.38715565306073,4096,2048,0.5,1.0,5.3688719272613525
8232,"PLAN(noscale), clipped",2,15.38885936927537,4096,2048,0.5,1.0,-5.3688719272613525
8233,"instance optimal, unclipped",2,14.878082322285394,4096,2048,0.5,1.0,1.4228136539459229
8234,"instance optimal, clipped",2,14.883470094381922,4096,2048,0.5,1.0,1.4228136539459229
8235,Empirical mean (non-private),3,1.2872656249999999,4096,2048,0.5,0.0,0.0
8236,"PLAN(oracle), unclipped",3,2.4992813964781924,4096,2048,0.5,0.0,0.11572599411010742
8237,"PLAN(oracle), clipped",3,2.496828833755435,4096,2048,0.5,0.0,-0.11572599411010742
8238,"PLAN(paper), unclipped",3,2.5336237959555654,4096,2048,0.5,0.0,0.10960674285888672
8239,"PLAN(paper), clipped",3,2.531667665277892,4096,2048,0.5,0.0,-0.10960674285888672
8240,"PLAN(noscale), unclipped",3,2.502327085613299,4096,2048,0.5,0.0,0.10924243927001953
8241,"PLAN(noscale), clipped",3,2.496977318825035,4096,2048,0.5,0.0,-0.10924243927001953
8242,"instance optimal, unclipped",3,2.707688647470407,4096,2048,0.5,0.0,1.3888611793518066
8243,"instance optimal, clipped",3,2.7057555044737303,4096,2048,0.5,0.0,1.3888611793518066
8244,Empirical mean (non-private),3,2.5054736328125,4096,2048,0.5,0.25,0.0
8245,"PLAN(oracle), unclipped",3,6.029192903030774,4096,2048,0.5,0.25,1.3202202320098877
8246,"PLAN(oracle), clipped",3,6.024417925709639,4096,2048,0.5,0.25,-1.3202202320098877
8247,"PLAN(paper), unclipped",3,5.994146499860341,4096,2048,0.5,0.25,1.3121964931488037
8248,"PLAN(paper), clipped",3,5.982029289437733,4096,2048,0.5,0.25,-1.3121964931488037
8249,"PLAN(noscale), unclipped",3,7.773569961826759,4096,2048,0.5,0.25,1.313537359237671
8250,"PLAN(noscale), clipped",3,7.782605511831891,4096,2048,0.5,0.25,-1.313537359237671
8251,"instance optimal, unclipped",3,7.402252978351623,4096,2048,0.5,0.25,1.4496376514434814
8252,"instance optimal, clipped",3,7.399968735716689,4096,2048,0.5,0.25,1.4496376514434814
8253,Empirical mean (non-private),3,3.7788232421875,4096,2048,0.5,0.5,0.0
8254,"PLAN(oracle), unclipped",3,8.94201658997865,4096,2048,0.5,0.5,2.8354902267456055
8255,"PLAN(oracle), clipped",3,8.94269786232729,4096,2048,0.5,0.5,-2.8354902267456055
8256,"PLAN(paper), unclipped",3,8.60918106002121,4096,2048,0.5,0.5,2.6126561164855957
8257,"PLAN(paper), clipped",3,8.603790429337128,4096,2048,0.5,0.5,-2.6126561164855957
8258,"PLAN(noscale), unclipped",3,11.082300870270801,4096,2048,0.5,0.5,2.635190010070801
8259,"PLAN(noscale), clipped",3,11.075322563967752,4096,2048,0.5,0.5,-2.635190010070801
8260,"instance optimal, unclipped",3,10.064881281917609,4096,2048,0.5,0.5,1.4410779476165771
8261,"instance optimal, clipped",3,10.067835527130665,4096,2048,0.5,0.5,1.4410779476165771
8262,Empirical mean (non-private),3,5.05244140625,4096,2048,0.5,0.75,0.0
8263,"PLAN(oracle), unclipped",3,12.234741084894257,4096,2048,0.5,0.75,4.041558027267456
8264,"PLAN(oracle), clipped",3,12.243760375657583,4096,2048,0.5,0.75,-4.041558027267456
8265,"PLAN(paper), unclipped",3,11.64787931999419,4096,2048,0.5,0.75,3.9506921768188477
8266,"PLAN(paper), clipped",3,11.652525448325118,4096,2048,0.5,0.75,-3.9506921768188477
8267,"PLAN(noscale), unclipped",3,13.32487263769335,4096,2048,0.5,0.75,3.947091817855835
8268,"PLAN(noscale), clipped",3,13.329081753762594,4096,2048,0.5,0.75,-3.947091817855835
8269,"instance optimal, unclipped",3,12.408629573120784,4096,2048,0.5,0.75,1.4942972660064697
8270,"instance optimal, clipped",3,12.41104587561827,4096,2048,0.5,0.75,1.4942972660064697
8271,Empirical mean (non-private),3,6.3746337890625,4096,2048,0.5,1.0,0.0
8272,"PLAN(oracle), unclipped",3,15.300033612864498,4096,2048,0.5,1.0,5.316205978393555
8273,"PLAN(oracle), clipped",3,15.311145137137977,4096,2048,0.5,1.0,-5.316205978393555
8274,"PLAN(paper), unclipped",3,14.64358939165684,4096,2048,0.5,1.0,5.225818634033203
8275,"PLAN(paper), clipped",3,14.645990116849552,4096,2048,0.5,1.0,-5.225818634033203
8276,"PLAN(noscale), unclipped",3,15.264418222217422,4096,2048,0.5,1.0,5.341395616531372
8277,"PLAN(noscale), clipped",3,15.267033252048122,4096,2048,0.5,1.0,-5.341395616531372
8278,"instance optimal, unclipped",3,14.604827112046713,4096,2048,0.5,1.0,1.2728939056396484
8279,"instance optimal, clipped",3,14.605845215342992,4096,2048,0.5,1.0,1.2728939056396484
8280,Empirical mean (non-private),4,1.302255859375,4096,2048,0.5,0.0,0.0
8281,"PLAN(oracle), unclipped",4,2.508189507528341,4096,2048,0.5,0.0,0.1165008544921875
8282,"PLAN(oracle), clipped",4,2.5083441112305582,4096,2048,0.5,0.0,-0.1165008544921875
8283,"PLAN(paper), unclipped",4,2.5720222656285703,4096,2048,0.5,0.0,0.24551749229431152
8284,"PLAN(paper), clipped",4,2.571161459265279,4096,2048,0.5,0.0,-0.24551749229431152
8285,"PLAN(noscale), unclipped",4,2.4854833053834895,4096,2048,0.5,0.0,0.11145853996276855
8286,"PLAN(noscale), clipped",4,2.480027610837783,4096,2048,0.5,0.0,-0.11145853996276855
8287,"instance optimal, unclipped",4,2.7682099900399573,4096,2048,0.5,0.0,1.448401927947998
8288,"instance optimal, clipped",4,2.7667532054342803,4096,2048,0.5,0.0,1.448401927947998
8289,Empirical mean (non-private),4,2.63837890625,4096,2048,0.5,0.25,0.0
8290,"PLAN(oracle), unclipped",4,6.010025134924164,4096,2048,0.5,0.25,1.3116345405578613
8291,"PLAN(oracle), clipped",4,6.016426805063142,4096,2048,0.5,0.25,-1.3116345405578613
8292,"PLAN(paper), unclipped",4,5.869976500106361,4096,2048,0.5,0.25,1.3928632736206055
8293,"PLAN(paper), clipped",4,5.876663617059309,4096,2048,0.5,0.25,-1.3928632736206055
8294,"PLAN(noscale), unclipped",4,7.929725047957071,4096,2048,0.5,0.25,1.326469898223877
8295,"PLAN(noscale), clipped",4,7.938631357342834,4096,2048,0.5,0.25,-1.326469898223877
8296,"instance optimal, unclipped",4,7.6339984839354695,4096,2048,0.5,0.25,1.5461549758911133
8297,"instance optimal, clipped",4,7.634321937752436,4096,2048,0.5,0.25,1.5461549758911133
8298,Empirical mean (non-private),4,3.834892578125,4096,2048,0.5,0.5,0.0
8299,"PLAN(oracle), unclipped",4,9.156192838723042,4096,2048,0.5,0.5,2.6546666622161865
8300,"PLAN(oracle), clipped",4,9.15790701270285,4096,2048,0.5,0.5,-2.6546666622161865
8301,"PLAN(paper), unclipped",4,8.741473025982279,4096,2048,0.5,0.5,2.641700506210327
8302,"PLAN(paper), clipped",4,8.735931136494047,4096,2048,0.5,0.5,-2.641700506210327
8303,"PLAN(noscale), unclipped",4,10.865703868872275,4096,2048,0.5,0.5,2.716482639312744
8304,"PLAN(noscale), clipped",4,10.882250434595019,4096,2048,0.5,0.5,-2.716482639312744
8305,"instance optimal, unclipped",4,10.41797167704093,4096,2048,0.5,0.5,1.4977471828460693
8306,"instance optimal, clipped",4,10.41256827314476,4096,2048,0.5,0.5,1.4977471828460693
8307,Empirical mean (non-private),4,5.1404394531249995,4096,2048,0.5,0.75,0.0
8308,"PLAN(oracle), unclipped",4,12.337096390023053,4096,2048,0.5,0.75,4.0004613399505615
8309,"PLAN(oracle), clipped",4,12.343458469515152,4096,2048,0.5,0.75,-4.0004613399505615
8310,"PLAN(paper), unclipped",4,12.195781083172168,4096,2048,0.5,0.75,3.952308177947998
8311,"PLAN(paper), clipped",4,12.197180592343814,4096,2048,0.5,0.75,-3.952308177947998
8312,"PLAN(noscale), unclipped",4,12.733957864125948,4096,2048,0.5,0.75,4.045015811920166
8313,"PLAN(noscale), clipped",4,12.745201004884997,4096,2048,0.5,0.75,-4.045015811920166
8314,"instance optimal, unclipped",4,12.31113525081158,4096,2048,0.5,0.75,1.4750678539276123
8315,"instance optimal, clipped",4,12.30925274504374,4096,2048,0.5,0.75,1.4750678539276123
8316,Empirical mean (non-private),4,6.485595703125,4096,2048,0.5,1.0,0.0
8317,"PLAN(oracle), unclipped",4,14.886811803971995,4096,2048,0.5,1.0,5.470907688140869
8318,"PLAN(oracle), clipped",4,14.878864957981982,4096,2048,0.5,1.0,-5.470907688140869
8319,"PLAN(paper), unclipped",4,15.292496598885839,4096,2048,0.5,1.0,5.2423553466796875
8320,"PLAN(paper), clipped",4,15.292900852617539,4096,2048,0.5,1.0,-5.2423553466796875
8321,"PLAN(noscale), unclipped",4,14.75208606468814,4096,2048,0.5,1.0,5.389183759689331
8322,"PLAN(noscale), clipped",4,14.754520300232226,4096,2048,0.5,1.0,-5.389183759689331
8323,"instance optimal, unclipped",4,14.557918668229062,4096,2048,0.5,1.0,1.409421682357788
8324,"instance optimal, clipped",4,14.560094838409938,4096,2048,0.5,1.0,1.409421682357788
8325,Empirical mean (non-private),5,1.3059521484375,4096,2048,0.5,0.0,0.0
8326,"PLAN(oracle), unclipped",5,2.559258812607236,4096,2048,0.5,0.0,0.11818432807922363
8327,"PLAN(oracle), clipped",5,2.557164456130714,4096,2048,0.5,0.0,-0.11818432807922363
8328,"PLAN(paper), unclipped",5,2.5214845625692996,4096,2048,0.5,0.0,0.11283636093139648
8329,"PLAN(paper), clipped",5,2.5178479358270516,4096,2048,0.5,0.0,-0.11283636093139648
8330,"PLAN(noscale), unclipped",5,2.505743732463372,4096,2048,0.5,0.0,0.1113882064819336
8331,"PLAN(noscale), clipped",5,2.4998487859317517,4096,2048,0.5,0.0,-0.1113882064819336
8332,"instance optimal, unclipped",5,2.7902560623096377,4096,2048,0.5,0.0,1.3790149688720703
8333,"instance optimal, clipped",5,2.789919841169975,4096,2048,0.5,0.0,1.3790149688720703
8334,Empirical mean (non-private),5,2.5723730468749997,4096,2048,0.5,0.25,0.0
8335,"PLAN(oracle), unclipped",5,5.688704574838484,4096,2048,0.5,0.25,1.312394618988037
8336,"PLAN(oracle), clipped",5,5.684673880126627,4096,2048,0.5,0.25,-1.312394618988037
8337,"PLAN(paper), unclipped",5,6.0840404094812515,4096,2048,0.5,0.25,1.307816982269287
8338,"PLAN(paper), clipped",5,6.084827956854815,4096,2048,0.5,0.25,-1.307816982269287
8339,"PLAN(noscale), unclipped",5,7.862098025166656,4096,2048,0.5,0.25,1.3036890029907227
8340,"PLAN(noscale), clipped",5,7.861544581118249,4096,2048,0.5,0.25,-1.3036890029907227
8341,"instance optimal, unclipped",5,7.952003623388619,4096,2048,0.5,0.25,1.5339877605438232
8342,"instance optimal, clipped",5,7.9517893686233965,4096,2048,0.5,0.25,1.5339877605438232
8343,Empirical mean (non-private),5,3.9302099609375,4096,2048,0.5,0.5,0.0
8344,"PLAN(oracle), unclipped",5,9.084997452030741,4096,2048,0.5,0.5,2.7151904106140137
8345,"PLAN(oracle), clipped",5,9.085643337158704,4096,2048,0.5,0.5,-2.7151904106140137
8346,"PLAN(paper), unclipped",5,8.919764019753343,4096,2048,0.5,0.5,2.6157259941101074
8347,"PLAN(paper), clipped",5,8.925921679065492,4096,2048,0.5,0.5,-2.6157259941101074
8348,"PLAN(noscale), unclipped",5,11.096807358819431,4096,2048,0.5,0.5,2.8746774196624756
8349,"PLAN(noscale), clipped",5,11.091813310576065,4096,2048,0.5,0.5,-2.8746774196624756
8350,"instance optimal, unclipped",5,10.452152769579104,4096,2048,0.5,0.5,1.4513864517211914
